tradingsymbol,name,instrument_type,segment
SADHNANIQ,SADHANA NITROCHEM,EQ,NSE
GSS,GSS INFOTECH,EQ,NSE
GOLDADD,DSP GOLD ETF,EQ,NSE
NAHARCAP,NAHAR CAP & FIN.,EQ,NSE
VGUARD,V-GUARD IND,EQ,NSE
PDMJEPAPER,PUDUMJEE PAPER PRO.,EQ,NSE
MANKIND,MANKIND PHARMA,EQ,NSE
RACE,RACE ECO CHAIN,EQ,NSE
EIHAHOTELS,EIH ASSOCIATED HOTELS - OBEROI HOTELS,EQ,NSE
ATAM,ATAM VALVES,EQ,NSE
NESCO,NESCO,EQ,NSE
TITAGARH,TITAGARH RAIL SYSTEMS,EQ,NSE
DPSCLTD,DPSC,EQ,NSE
ACL,ANDHRA CEMENTS,EQ,NSE
HCG,HEALTHCARE GLOB. ENT.,EQ,NSE
AVG,AVG LOGISTICS,EQ,NSE
ATALREAL,ATAL REALTECH,EQ,NSE
PIGL,POWER INSTRUMENT (G),EQ,NSE
LATTEYS,LATTEYS INDUSTRIES,EQ,NSE
HINDWAREAP,HINDWARE HME INOVATON,EQ,NSE
PRINCEPIPE,PRINCE PIPES FITTINGS,EQ,NSE
BHARATWIRE,BHARAT WIRE ROPES,EQ,NSE
PAVNAIND,PAVNA INDUSTRIES,EQ,NSE
CCAVENUE,AVENUESAI,EQ,NSE
EBBETF0430,BHARAT BOND ETF - APRIL 2030,EQ,NSE
MMP,MMP INDUSTRIES,EQ,NSE
VAISHALI,VAISHALI PHARMA,EQ,NSE
KIRIINDUS,KIRI INDUSTRIES,EQ,NSE
ANIKINDS,ANIK INDUSTRIES,EQ,NSE
SIGMA,SIGMA SOLVE,EQ,NSE
BAJAJFINSV,BAJAJ FINSERV,EQ,NSE
PTCIL,PTC INDUSTRIES,EQ,NSE
DIGISPICE,DIGISPICE TECHNOLOGIES LT,EQ,NSE
GHCLTEXTIL,GHCL TEXTILES,EQ,NSE
GOKUL,GOKUL REFOILS & SOLV,EQ,NSE
UBL,UNITED BREWERIES,EQ,NSE
ALMONDZ,ALMONDZ GLOBAL SEC,EQ,NSE
RPGLIFE,RPG LIFE SCIENCES,EQ,NSE
MKPL,M K PROTEINS,EQ,NSE
SILVERAG,MIRAE ASSET SILVER ETF,EQ,NSE
GVT&D,GE VERNOVA T&D INDIA,EQ,NSE
ARCHIDPLY,ARCHIDPLY IND.,EQ,NSE
LOTUSEYE,LOTUS EYE HOSP & INST L,EQ,NSE
QNIFTY,QUANTUM NIFTY 50 ETF,EQ,NSE
VINYLINDIA,VINYL CHEMICALS (I),EQ,NSE
IKIO,IKIO TECHNOLOGIES,EQ,NSE
KOKUYOCMLN,KOKUYO CAMLIN,EQ,NSE
SINDHUTRAD,SINDHU TRADE LINKS,EQ,NSE
LPDC,LANDMARK PR.DEV.CO.LTD,EQ,NSE
DPWIRES,D P WIRES,EQ,NSE
TOUCHWOOD,TOUCHWOOD ENTERTAIN,EQ,NSE
ARTEMISMED,ARTEMIS MED SERVICE,EQ,NSE
ZFCVINDIA,ZF COM VE CTR SYS IND,EQ,NSE
20MICRONS,20 MICRONS,EQ,NSE
JOCIL,JOCIL,EQ,NSE
INDBANK,INDBANK MERCH BANK,EQ,NSE
ASHOKAMET,ASHOKA METCAST,EQ,NSE
ALKALI,ALKALI METALS,EQ,NSE
COUNCODOS,COUNTRY CONDO S,EQ,NSE
TPHQ,TEAMO PRODUCTIONS HQ,EQ,NSE
MAWANASUG,MAWANA SUGARS,EQ,NSE
PATANJALI,PATANJALI FOODS,EQ,NSE
THYROCARE,THYROCARE TECH,EQ,NSE
SHARIABEES,NIPPON INDIA ETF NIFTY 50 SHARIAH BEES,EQ,NSE
HMAAGRO,HMA AGRO INDUSTRIES,EQ,NSE
PALREDTEC,PALRED TECHNOLOGIES,EQ,NSE
URAVIDEF,URAVI DEFENCE &TECH,EQ,NSE
CROMPTON,CROMPT GREA CON ELEC,EQ,NSE
SUMICHEM,SUMITOMO CHEM INDIA,EQ,NSE
PARAGMILK,PARAG MILK FOODS,EQ,NSE
IDEAFORGE,IDEAFORGE TECHNO,EQ,NSE
AARTECH,AARTECH SOLONICS,EQ,NSE
MIDCAPIETF,ICICI PRUDENTIAL NIFTY MIDCAP 150 ETF,EQ,NSE
NEXT50,MIRAE ASSET NIFTY NEXT 50 ETF,EQ,NSE
SHRIPISTON,SHRIRAM PIST. & RING,EQ,NSE
CYIENTDLM,CYIENT DLM,EQ,NSE
PAKKA,PAKKA,EQ,NSE
ITADD,DSP NIFTY IT ETF,EQ,NSE
ALBERTDAVD,ALBERT DAVID,EQ,NSE
ARMANFIN,ARMAN FIN SERV,EQ,NSE
ASPINWALL,ASPINWALL & CO,EQ,NSE
SENCO,SENCO GOLD,EQ,NSE
SETFGOLD,SBI GOLD ETF,EQ,NSE
BLS,BLS INTL SERVS,EQ,NSE
NAGAFERT,NAGARJUN FERT AND CHE,EQ,NSE
AJMERA,AJMERA REALTY & INF I,EQ,NSE
LLOYDSME,LLOYDS METALS N ENERGY L,EQ,NSE
MHRIL,MAHINDRA HOLIDAYS,EQ,NSE
SALONA,SALONA COTSPIN,EQ,NSE
UTKARSHBNK,UTKARSH SMALL FIN BANK L,EQ,NSE
VINATIORGA,VINATI ORGANICS,EQ,NSE
EXCEL,EXCEL REALTY N INFRA,EQ,NSE
ADANIPOWER,ADANI POWER,EQ,NSE
SETF10GILT,SBI NIFTY 10 YR BENCHMARK G-SEC ETF,EQ,NSE
PREMEXPLN,PREMIER EXPLOSIVES,EQ,NSE
NHPC,NHPC,EQ,NSE
BANKETF,MIRAE ASSET NIFTY BANK ETF,EQ,NSE
GLOBUSSPR,GLOBUS SPIRITS,EQ,NSE
NETWEB,NETWEB TECH INDIA,EQ,NSE
OIL,OIL INDIA,EQ,NSE
NV20IETF,ICICI PRUDENTIAL NIFTY50 VALUE 20 ETF,EQ,NSE
CONTROLPR,CONTROL PRINT,EQ,NSE
EXPLEOSOL,EXPLEO SOLUTIONS,EQ,NSE
INCREDIBLE,INCREDIBLE INDUSTRIES,EQ,NSE
SETCO,SETCO AUTOMOTIVE,EQ,NSE
RTNPOWER,RATTANINDIA POWER,EQ,NSE
MGL,MAHANAGAR GAS,EQ,NSE
DAMODARIND,DAMODAR INDUSTRIES,EQ,NSE
AMRUTANJAN,AMRUTAJAN HEALTH,EQ,NSE
LIQUID,MIRAE ASSET NIFTY 1D RATE LIQUID ETF-IDCW,EQ,NSE
PVTBANKADD,DSP NIFTY PRIVATE BANK ETF,EQ,NSE
ASALCBR,ASSO ALCOHOLS & BREW,EQ,NSE
MAHEPC,MAHINDRA EPC IRRIG,EQ,NSE
SENSEXADD,DSP BSE SENSEX ETF,EQ,NSE
PSUBANKADD,DSP NIFTY PSU BANK ETF,EQ,NSE
MOLDTECH,MOLD-TEK TECHNOLOGIES,EQ,NSE
ZYDUSWELL,ZYDUS WELLNESS,EQ,NSE
SUNTECK,SUNTECK REALTY,EQ,NSE
POKARNA,POKARNA,EQ,NSE
ALOKINDS,ALOK INDUSTRIES,EQ,NSE
GPTINFRA,GPT INFRAPROJECTS,EQ,NSE
LTGILTBEES,NIPPON INDIA ETF LONG TERM GILT,EQ,NSE
MIDSELIETF,ICICI PRUDENTIAL BSE MIDCAP SELECT ETF,EQ,NSE
QUESS,QUESS CORP,EQ,NSE
DEN,DEN NETWORKS,EQ,NSE
ASTEC,ASTEC LIFESCIENCES,EQ,NSE
YATHARTH,YATHARTH HOSP & TRA C S L,EQ,NSE
BAFNAPH,BAFNA PHARMACEUTICALS,EQ,NSE
NIITMTS,NIIT LEARNING SYSTEMS,EQ,NSE
SHILPAMED,SHILPA MEDICARE,EQ,NSE
SARDAEN,SARDA ENERGY & MIN,EQ,NSE
REFEX,REFEX INDUSTRIES,EQ,NSE
GROBTEA,THE GROB TEA COMPANY,EQ,NSE
ATL,ALLCARGO TERMINALS,EQ,NSE
SOMICONVEY,SOMI CONVEYOR BELT.,EQ,NSE
TREL,TRANSINDIA REAL ESTATE L,EQ,NSE
LLOYDSENGG,LLOYDS ENGG WORK,EQ,NSE
QUAL30IETF,ICICI PRUDENTIAL NIFTY 200 QUALITY 30 ETF,EQ,NSE
LTM,LTIMINDTREE,EQ,NSE
AHLUCONT,AHLUWALIA CONT IND,EQ,NSE
GILLANDERS,GILLANDERS ARBUTHNOT,EQ,NSE
DLINKINDIA,D-LINK INDIA,EQ,NSE
REDTAPE,REDTAPE,EQ,NSE
JSWENERGY,JSW ENERGY,EQ,NSE
GODREJPROP,GODREJ PROPERTIES,EQ,NSE
DBCORP,D.B.CORP,EQ,NSE
GATECH,GACM TECHNOLOGIES,EQ,NSE
ABBOTINDIA,ABBOTT INDIA,EQ,NSE
GEEKAYWIRE,GEEKAY WIRES,EQ,NSE
BAYERCROP,BAYER CROPSCIENCE,EQ,NSE
BEARDSELL,BEARDSELL,EQ,NSE
HINDCOPPER,HINDUSTAN COPPER,EQ,NSE
COHANCE,COHANCE LIFESCIENCES,EQ,NSE
MMTC,MMTC,EQ,NSE
NESTLEIND,NESTLE INDIA,EQ,NSE
SBICARD,SBI CARDS & PAY SER,EQ,NSE
UNITEDTEA,UNITED NILGIRI TEA,EQ,NSE
WHIRLPOOL,WHIRLPOOL OF INDIA,EQ,NSE
VLEGOV,VL E GOV AND IT SOL,EQ,NSE
SBFC,SBFC FINANCE,EQ,NSE
MBLINFRA,MBL INFRASTRUCTURE,EQ,NSE
ADVENZYMES,ADVANCED ENZYME TECH,EQ,NSE
MINDTECK,MINDTECK (INDIA),EQ,NSE
CONCORDBIO,CONCORD BIOTECH,EQ,NSE
DBL,DILIP BUILDCON,EQ,NSE
JUBLFOOD,JUBILANT FOODWORKS,EQ,NSE
NIFTY1,KOTAK NIFTY 50 ETF,EQ,NSE
VASCONEQ,VASCON ENGINEERS,EQ,NSE
THANGAMAYL,THANGAMAYIL JEWELLERY,EQ,NSE
SRGHFL,SRG HOUSING FINANCE L,EQ,NSE
DBREALTY,VALOR ESTATE,EQ,NSE
YASHO,YASHO INDUSTRIES,EQ,NSE
DOLPHIN,DOLPHIN OFF ENT (IND) L,EQ,NSE
EMMBI,EMMBI INDUSTRIES,EQ,NSE
JIOFIN,JIO FIN SERVICES,EQ,NSE
HATHWAY,HATHWAY CABLE & DATACOM,EQ,NSE
ORIENTLTD,ORIENT PRESS,EQ,NSE
TEXMOPIPES,TEXMO PIPE & PRODUCTS,EQ,NSE
KECL,KIRLOSKAR ELECTRIC CO,EQ,NSE
MANINFRA,MAN INFRA,EQ,NSE
LORDSCHLO,LORDS CHLORO ALKALI,EQ,NSE
PYRAMID,PYRAMID TECHNOPLAST,EQ,NSE
SPAL,S. P. APPARELS,EQ,NSE
AEROFLEX,AEROFLEX INDUSTRIES,EQ,NSE
HDFCLIQUID,HDFC NIFTY 1D RATE LIQUID ETF - GROWTH,EQ,NSE
HNGSNGBEES,NIPPON INDIA ETF HANG SENG BEES,EQ,NSE
IVZINGOLD,INVESCO INDIA GOLD EXCHANGE TRADED FUND,EQ,NSE
LGBBROSLTD,LG BALAKRISHNAN & BROS,EQ,NSE
VPRPL,VISHNU PRAKASH R PUNGLI L,EQ,NSE
MIDCAPBETA,UTI NIFTY MIDCAP 150 ETF,EQ,NSE
SANDUMA,SANDUR MANG & IRON ORES L,EQ,NSE
PERSISTENT,PERSISTENT SYSTEMS,EQ,NSE
NDGL,NAGA DHUNSERI GROUP,EQ,NSE
RBLBANK,RBL BANK,EQ,NSE
RISHABH,RISHABH INSTRUMENTS,EQ,NSE
ASIANHOTNR,ASIAN HOTELS (NORTH),EQ,NSE
RATNAVEER,RATNAVEER PRECISION ENG L,EQ,NSE
BIGBLOC,BIGBLOC CONSTRUCTION,EQ,NSE
POWERINDIA,HITACHI ENERGY INDIA,EQ,NSE
ISFT,INTRASOFT TECH.,EQ,NSE
TVVISION,TV VISION,EQ,NSE
CUPID,CUPID,EQ,NSE
DIACABS,DIAMOND POWER INFRA,EQ,NSE
JLHL,JUPITER LIFE LINE HOSP L,EQ,NSE
MITTAL,MITTAL LIFE STYLE,EQ,NSE
LTTS,L&T TECHNOLOGY SER.,EQ,NSE
RRKABEL,R R KABEL,EQ,NSE
GNA,GNA AXLES,EQ,NSE
KIRLOSBROS,KIRLOSKAR BROTHERS,EQ,NSE
ZAGGLE,ZAGGLE PREPA OCEAN SER L,EQ,NSE
SAMHI,SAMHI HOTELS,EQ,NSE
DIAMINESQ,DIAMINES & CHEMICALS,EQ,NSE
ICICIPRULI,ICICI PRU LIFE INS CO,EQ,NSE
MARATHON,MARATHON NXTGEN REALT,EQ,NSE
NAVNIFINAV,NAVIAMC - NAVNIFINAV,EQ,NSE
HPL,HPL ELECTRIC & POWER,EQ,NSE
NUVAMA,NUVAMA WEALTH MANAGE,EQ,NSE
MASKINVEST,MASK INVESTMENTS,EQ,NSE
SIGNATURE,SIGNATUREGLOBAL INDIA,EQ,NSE
KALAMANDIR,SAI SILKS (KALAMANDIR) L,EQ,NSE
YATRA,YATRA ONLINE,EQ,NSE
IDFNIFTYET,BANDHAN NIFTY 50 ETF,EQ,NSE
ENDURANCE,ENDURANCE TECHNO.,EQ,NSE
TARAPUR,TARAPUR TRANSFORMERS,EQ,NSE
VERTOZ,VERTOZ,EQ,NSE
MAZDA,MAZDA,EQ,NSE
SJVN,SJVN,EQ,NSE
KSL,KALYANI STEELS,EQ,NSE
PNBHOUSING,PNB HOUSING FIN,EQ,NSE
VBL,VARUN BEVERAGES,EQ,NSE
SUNDARAM,SUNDARAM MULTI PAP,EQ,NSE
KINGFA,KINGFA SCI & TEC IND,EQ,NSE
RAJRATAN,RAJRATAN GLOBAL WIRE,EQ,NSE
UNIVASTU,UNIVASTU INDIA,EQ,NSE
MVGJL,MANOJ VAIBHAV GEM N JEW L,EQ,NSE
JSWINFRA,JSW INFRASTRUCTURE,EQ,NSE
KIRLOSIND,KIRLOSKAR INDUSTRIES,EQ,NSE
PODDARMENT,PODDAR PIGMENTS,EQ,NSE
MANAPPURAM,MANAPPURAM FINANCE,EQ,NSE
AARVI,AARVI ENCON,EQ,NSE
ITBEES,NIPPON INDIA ETF NIFTY IT,EQ,NSE
SILLYMONKS,SILLY MONKS ENTERTAIN,EQ,NSE
NBIFIN,N.B.I. IND. FIN. CO.,EQ,NSE
UDS,UPDATER SERVICES,EQ,NSE
KIOCL,KIOCL,EQ,NSE
SFL,SHEELA FOAM,EQ,NSE
TI,TILAKNAGAR INDUSTRIES,EQ,NSE
HEADSUP,HEADS UP VENTURES,EQ,NSE
HMVL,HINDUSTAN MEDIA VENT,EQ,NSE
VALIANTLAB,VALIANT LABORATORIES,EQ,NSE
TCIEXP,TCI EXPRESS,EQ,NSE
SENSEXETF,MIRAE ASSET S&P BSE SENSEX ETF,EQ,NSE
AARTISURF,AARTI SURFACTANTS,EQ,NSE
LAURUSLABS,LAURUS LABS,EQ,NSE
IMFA,INDIAN METALS & FERRO,EQ,NSE
MONIFTY500,MOTILAL OSWAL NIFTY 500 ETF,EQ,NSE
BLISSGVS,BLISS GVS PHARMA,EQ,NSE
EMAMIREAL,EMAMI REALTY,EQ,NSE
THEJO,THEJO ENGINEERING,EQ,NSE
MOM50,MOTILAL OSWAL NIFTY 50 ETF,EQ,NSE
TERASOFT,TERA SOFTWARE,EQ,NSE
ITDC,INDIA TOUR. DEV. CO.,EQ,NSE
HISARMETAL,HISAR METAL IND.,EQ,NSE
SPCENET,SPACENET ENTERS IND,EQ,NSE
BOROLTD,BOROSIL,EQ,NSE
ROSSARI,ROSSARI BIOTECH,EQ,NSE
AHLEAST,ASIAN HOTELS (EAST),EQ,NSE
PLAZACABLE,PLAZA WIRES,EQ,NSE
SECMARK,SECMARK CONSULTANCY,EQ,NSE
TICL,TWAMEV CONS AND INFRA,EQ,NSE
IITL,INDUSTRIAL INV TRUST,EQ,NSE
BAJAJCON,BAJAJ CONSUMER CARE,EQ,NSE
HDFCGOLD,HDFC GOLD ETF,EQ,NSE
BHANDARI,BHANDARI HOSIERY EXP,EQ,NSE
UGARSUGAR,THE UGAR SUGAR WORKS,EQ,NSE
IRMENERGY,IRM ENERGY,EQ,NSE
PRAKASHSTL,PRAKASH STEELAGE,EQ,NSE
PRICOLLTD,PRICOL,EQ,NSE
ITETF,MIRAE ASSET NIFTY IT ETF,EQ,NSE
ALPHAETF,MIRAE ASSET NIFTY 200 ALPHA 30 ETF,EQ,NSE
MAXESTATES,MAX ESTATES,EQ,NSE
GOLDIETF,ICICI PRUDENTIAL GOLD ETF,EQ,NSE
BLUEJET,BLUE JET HEALTHCARE,EQ,NSE
LIQUIDSBI,SBI NIFTY 1D RATE LIQUID ETF - IDCW,EQ,NSE
GPPL,GUJARAT PIPAVAV PORT,EQ,NSE
ADFFOODS,ADF FOODS,EQ,NSE
MUFIN,MUFIN GREEN FINANCE,EQ,NSE
CELLO,CELLO WORLD,EQ,NSE
WELINV,WELSPUN INV & COMM,EQ,NSE
HONASA,HONASA CONSUMER - MAMAEARTH,EQ,NSE
AMNPLST,AMINES & PLASTICIZERS,EQ,NSE
LGHL,LAXMI GOLDORNA HOUSE,EQ,NSE
RADIOCITY,MUSIC BROADCAST,EQ,NSE
ESAFSFB,ESAF SMALL FINANCE BANK L,EQ,NSE
DMART,AVENUE SUPERMARTS,EQ,NSE
ORISSAMINE,ORISSA MIN DEV CO,EQ,NSE
EGOLD,EDELWEISS GOLD ETF,EQ,NSE
KILITCH,KILITCH DRUGS INDIA,EQ,NSE
DEEPAKNTR,DEEPAK NITRITE,EQ,NSE
SASTASUNDR,SASTASUNDAR VENTURES,EQ,NSE
INTENTECH,INTENSE TECHNOLOGIES,EQ,NSE
INFRABEES,NIPPON INDIA ETF INFRA BEES,EQ,NSE
CPCAP,CP CAPITAL,EQ,NSE
TASTYBITE,TASTY BITE EATABLES,EQ,NSE
GREENPOWER,ORIENT GREEN POWER CO,EQ,NSE
RAMKY,RAMKY INFRA,EQ,NSE
ASKAUTOLTD,ASK AUTOMOTIVE,EQ,NSE
ARIHANTSUP,ARIHANT SUPERSTRUCT,EQ,NSE
CANTABIL,CANTABIL RETAIL,EQ,NSE
AKSHARCHEM,AKSHARCHEM INDIA,EQ,NSE
ASHOKA,ASHOKA BUILDCON,EQ,NSE
WABAG,VA TECH WABAG,EQ,NSE
URJA,URJA GLOBAL,EQ,NSE
JWL,JUPITER WAGONS,EQ,NSE
OBEROIRLTY,OBEROI REALTY,EQ,NSE
ESILVER,EDELWEISS SILVER ETF,EQ,NSE
IREDA,INDIAN RENEWABLE ENERGY,EQ,NSE
TATATECH,TATA TECHNOLOGIES,EQ,NSE
SHAH,SHAH METACORP,EQ,NSE
PRESTIGE,PRESTIGE ESTATE,EQ,NSE
GANDHAR,GANDHAR OIL REFINE IND L,EQ,NSE
NRAIL,N R AGARWAL INDS,EQ,NSE
FEDFINA,FEDBANK FINANCIAL SER L,EQ,NSE
RESPONIND,RESPONSIVE INDUSTRIES,EQ,NSE
CGCL,CAPRI GLOBAL CAPITAL,EQ,NSE
FLAIR,FLAIR WRITING INDUST,EQ,NSE
COALINDIA,COAL INDIA,EQ,NSE
IOLCP,IOL CHEM AND PHARMA,EQ,NSE
NACLIND,NACL INDUSTRIES,EQ,NSE
APCL,ANJANI PORTLAND CEM,EQ,NSE
WIPL,THE WESTERN INDIA PLY,EQ,NSE
PRUDMOULI,PRUDENTIAL SUGAR CORPORAT,EQ,NSE
BAJEL,BAJEL PROJECTS,EQ,NSE
AXISGOLD,AXIS GOLD ETF,EQ,NSE
GRAVITA,GRAVITA INDIA,EQ,NSE
BBNPPGOLD,BARODA BNP PARIBAS GOLD ETF,EQ,NSE
DOMS,DOMS INDUSTRIES,EQ,NSE
INDIASHLTR,INDIA SHELTER FIN CORP L,EQ,NSE
DOLLAR,DOLLAR INDUSTRIES,EQ,NSE
INOXINDIA,INOX INDIA,EQ,NSE
SUPERHOUSE,SUPERHOUSE,EQ,NSE
PENIND,PENNAR INDUSTRIES,EQ,NSE
JINDWORLD,JINDAL WORLDWIDE,EQ,NSE
SCHAND,S CHAND AND COMPANY,EQ,NSE
RPPINFRA,R.P.P INFRA PROJECTS,EQ,NSE
BHAGYANGR,BHAGYANAGAR INDIA,EQ,NSE
JAMNAAUTO,JAMNA AUTO IND,EQ,NSE
MOTISONS,MOTISONS JEWELLERS,EQ,NSE
SUMEETINDS,SUMEET IND,EQ,NSE
SURAJEST,SURAJ ESTATE DEVELOPERS L,EQ,NSE
HUDCO,HSG & URBAN DEV CORPN,EQ,NSE
MOIL,MOIL,EQ,NSE
MUTHOOTMF,MUTHOOT MICROFIN,EQ,NSE
ZEELEARN,ZEE LEARN,EQ,NSE
HAPPYFORGE,HAPPY FORGINGS,EQ,NSE
RBZJEWEL,RBZ JEWELLERS,EQ,NSE
PSPPROJECT,PSP PROJECTS,EQ,NSE
MUFTI,CREDO BRANDS MARKETING L,EQ,NSE
AZAD,AZAD ENGINEERING,EQ,NSE
KIRLOSENG,KIRLOSKAR OIL ENG,EQ,NSE
RKDL,RAVI KUMAR DIST.,EQ,NSE
SUNCLAY,SUNDARAM CLAYTON,EQ,NSE
PSB,PUNJAB & SIND BANK,EQ,NSE
FMNL,FUTURE MKT NETWORKS,EQ,NSE
INNOVACAP,INNOVA CAPTAB,EQ,NSE
SURANASOL,SURANA SOLAR,EQ,NSE
STARCEMENT,STAR CEMENT,EQ,NSE
SHEKHAWATI,SHEKHAWATI INDUSTRIES,EQ,NSE
BFINVEST,BF INVESTMENT,EQ,NSE
KICL,KALYANI INVEST CO,EQ,NSE
TEJASNET,TEJAS NETWORKS,EQ,NSE
ERIS,ERIS LIFESCIENCES,EQ,NSE
CDSL,CENTRAL DEPO SER (I),EQ,NSE
GTPL,GTPL HATHWAY,EQ,NSE
AUBANK,AU SMALL FINANCE BANK,EQ,NSE
DIGIDRIVE,DIGIDRIVE DISTRIBUTORS L,EQ,NSE
AXISNIFTY,AXIS NIFTY 50 ETF,EQ,NSE
LOWVOLIETF,ICICI PRUDENTIAL NIFTY 100 LOW VOLATILITY 30 ETF,EQ,NSE
SUMMITSEC,SUMMIT SECURITIES,EQ,NSE
DYNPRO,DYNEMIC PRODUCTS,EQ,NSE
JYOTICNC,JYOTI CNC AUTOMATION,EQ,NSE
STEELXIND,STEEL EXCHANGE INDIA,EQ,NSE
SALASAR,SALASAR TECHNO ENGG.,EQ,NSE
PALASHSECU,PALASH SECURITIES,EQ,NSE
MAGADSUGAR,MAGADH SUGAR & ENERGY,EQ,NSE
GANGESSECU,GANGES SECURITIES,EQ,NSE
TATAGOLD,TATA GOLD EXCHANGE TRADED FUND,EQ,NSE
AVADHSUGAR,AVADH SUG & ENERGY,EQ,NSE
MOM100,MOTILAL OSWAL NIFTY MIDCAP 100 ETF,EQ,NSE
THEINVEST,THE INVEST TRUST OF IND L,EQ,NSE
TATSILV,TATA SILVER EXCHANGE TRADED FUND,EQ,NSE
OPTIEMUS,OPTIEMUS INFRACOM,EQ,NSE
NEXT50BETA,UTI NIFTY NEXT 50 ETF,EQ,NSE
STEL,STEL HOLDINGS,EQ,NSE
COCHINSHIP,COCHIN SHIPYARD,EQ,NSE
HALEOSLABS,HALEOS LABS,EQ,NSE
COMSYN,COMMERCIAL SYN BAGS,EQ,NSE
ABCAPITAL,ADITYA BIRLA CAPITAL,EQ,NSE
APEX,APEX FROZEN FOODS,EQ,NSE
BRNL,BHARAT ROAD NETWORK,EQ,NSE
DIXON,DIXON TECHNO (INDIA),EQ,NSE
DCAL,DISHMAN CARBO AMCIS,EQ,NSE
MEDIASSIST,MEDI ASSIST HEALTH SER L,EQ,NSE
LASA,LASA SUPERGENERICS,EQ,NSE
MATRIMONY,MATRIMONY.COM,EQ,NSE
CHOLAHLDNG,CHOLAMANDALAM FIN HOL,EQ,NSE
CAPACITE,CAPACITE INFRAPROJECT,EQ,NSE
LIQUIDCASE,ZERODHA NIFTY 1D RATE LIQUID ETF,EQ,NSE
ICICIGI,ICICI LOMBARD GIC,EQ,NSE
DAVANGERE,DAVANGERE SUGAR COMPANY L,EQ,NSE
SBILIFE,SBI LIFE INSURANCE CO,EQ,NSE
TEXRAIL,TEXMACO RAIL & ENG.,EQ,NSE
DIAMONDYD,PRATAAP SNACKS,EQ,NSE
HFCL,HFCL,EQ,NSE
INDTERRAIN,IND TERRAIN FASHIONS,EQ,NSE
NIFTYBETF,BAJAJ FINSERV NIFTY 50 ETF,EQ,NSE
BANKBETF,BAJAJ FINSERV NIFTY BANK ETF,EQ,NSE
DHUNINV,DHUNSERI INVESTMENTS,EQ,NSE
EBBETF0431,BHARAT BOND ETF - APRIL 2031,EQ,NSE
NDRAUTO,NDR AUTO COMPONENTS,EQ,NSE
WORTHPERI,WORTH PERIPHERALS,EQ,NSE
ALPL30IETF,ICICIPRAMC - ICICIALPLV,EQ,NSE
MACPOWER,MACPOWER CNC MACHINES,EQ,NSE
ITIETF,ICICI PRUDENTIAL NIFTY IT ETF,EQ,NSE
MAXHEALTH,MAX HEALTHCARE INS,EQ,NSE
LOVABLE,LOVABLE LINGERIE,EQ,NSE
TOTAL,TOTAL TRANSPORT SYS,EQ,NSE
MAXIND,MAX INDIA,EQ,NSE
HDFCNIFBAN,HDFC NIFTY BANKING ETF,EQ,NSE
BANKBETA,UTI NIFTY BANK ETF,EQ,NSE
EPACK,EPACK DURABLE,EQ,NSE
NOVAAGRI,NOVA AGRITECH,EQ,NSE
ITBETA,UTI NIFTY IT ETF,EQ,NSE
GILT5BETA,UTI NIFTY 5 YR BENCHMARK G-SEC ETF,EQ,NSE
GILT10BETA,UTI NIFTY 10 YR BENCHMARK G-SEC ETF,EQ,NSE
BLSE,BLS E-SERVICES,EQ,NSE
HEALTHADD,DSP NIFTY HEALTHCARE ETF,EQ,NSE
HDFCPSUBK,HDFC NIFTY PSU BANK ETF,EQ,NSE
PFS,PTC INDIA FIN SERV,EQ,NSE
PARKHOTELS,PARKHOTELS,EQ,NSE
SIGNPOST,SIGNPOST INDIA,EQ,NSE
JSFB,JANA SMALL FIN BANK,EQ,NSE
RPTECH,RASHI PERIPHERALS,EQ,NSE
CAPITALSFB,CAPITAL SMALL FIN BANK L,EQ,NSE
ENTERO,ENTERO HEALTHCARE SOLU L,EQ,NSE
LICNMID100,LIC MF NIFTY MIDCAP 100 ETF,EQ,NSE
VSTL,VIBHOR STEEL TUBES,EQ,NSE
MON100,MOTILAL OSWAL NASDAQ 100 ETF,EQ,NSE
JUNIPER,JUNIPER HOTELS,EQ,NSE
SMALLCAP,MIRAE ASSET NIFTY SMALLCAP 250 MOMENTUM QUALITY 100 ETF,EQ,NSE
GPTHEALTH,GPT HEALTHCARE,EQ,NSE
GOLDCASE,ZERODHA GOLD ETF,EQ,NSE
PLATIND,PLATINUM INDUSTRIES,EQ,NSE
EXICOM,EXICOM TELE SYSTEMS,EQ,NSE
MUKKA,MUKKA PROTEINS,EQ,NSE
RKSWAMY,R K SWAMY,EQ,NSE
JGCHEM,J.G.CHEMICALS,EQ,NSE
GOPAL,GOPAL SNACKS,EQ,NSE
SCILAL,SHIPPING CORP OF ILA,EQ,NSE
PVSL,POPULAR VEHICLES N SER L,EQ,NSE
KRYSTAL,KRYSTAL INTEGRATED SER L,EQ,NSE
MOSMALL250,MOTILAL OSWAL NIFTY SMALLCAP 250 ETF,EQ,NSE
MOREALTY,MOTILAL OSWAL NIFTY REALTY ETF,EQ,NSE
AQYLON,AQYLON NEXUS,EQ,NSE
SRM,SRM CONTRACTORS,EQ,NSE
LIQUIDADD,DSP BSE LIQUID RATE ETF,EQ,NSE
SINCLAIR,SINCLAIRS HOTELS,EQ,NSE
BHARTIHEXA,BHARTI HEXACOM,EQ,NSE
UEL,UJAAS ENERGY,EQ,NSE
